Date,Source,Site ID,POC,Daily Mean Pb Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/4/2021,AQS,290870008,1,0.003,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
1/10/2021,AQS,290870008,1,0.003,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
1/16/2021,AQS,290870008,1,0.003,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
1/22/2021,AQS,290870008,1,0.041,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
1/28/2021,AQS,290870008,1,0.004,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
2/3/2021,AQS,290870008,1,0.002,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
2/9/2021,AQS,290870008,1,0.005,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
2/15/2021,AQS,290870008,1,0.01,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
2/21/2021,AQS,290870008,1,0.003,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
2/27/2021,AQS,290870008,1,0.002,ug/m3 LC,.,"Forest City, Exide Levee (ESP SCHULYKILL WEST SITE LOCATED ON A LEVEE)",1,100,14129,Lead (TSP) LC,,,29,Missouri,87,Holt,40.027222,-95.235833
1/13/2021,AQS,290930034,1,0.105,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
1/16/2021,AQS,290930034,1,0.002,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
1/22/2021,AQS,290930034,1,0.006,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
1/28/2021,AQS,290930034,1,0.004,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
2/3/2021,AQS,290930034,1,0.006,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
2/9/2021,AQS,290930034,1,0.002,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
2/15/2021,AQS,290930034,1,0.004,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
2/21/2021,AQS,290930034,1,0.013,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
2/27/2021,AQS,290930034,1,0.016,ug/m3 LC,.,Buick NE,1,100,14129,Lead (TSP) LC,,,29,Missouri,93,Iron,37.65214,-91.11689
